SETTLEMENTDATE,DUID,avg_bid_band_price
2026-03-04,RT_NSW1,1412.7
2026-03-04,RT_NSW2,1412.7
2026-03-04,RT_NSW3,1412.7
2026-03-04,RT_NSW4,1412.7
2026-03-04,RT_NSW5,1412.7
2026-03-04,RT_NSW6,1412.7
2026-03-04,RT_QLD1,1412.7
2026-03-04,RT_SA1,1412.7
2026-03-04,RT_SA2,1412.7
2026-03-04,RT_SA3,1412.7
2026-03-04,RT_SA4,1412.7
2026-03-04,RT_SA5,1412.7
2026-03-04,RT_SA6,1412.7
2026-03-04,RT_TAS1,1412.7
2026-03-04,RT_VIC1,1412.7
2026-03-04,RT_VIC10,1412.7
2026-03-04,RT_VIC11,1412.7
2026-03-04,RT_VIC12,1412.7
2026-03-04,RT_VIC2,1412.7
2026-03-04,RT_VIC3,1412.7
2026-03-04,RT_VIC4,1412.7
2026-03-04,RT_VIC5,1412.7
2026-03-04,RT_VIC6,1412.7
2026-03-04,RT_VIC7,1412.7
2026-03-04,RT_VIC8,1412.7
2026-03-04,RT_VIC9,1412.7
2026-03-04,RUGBYR1,1795.357
2026-03-04,RYANCWF1,1729.459
2026-03-04,RYEPARK1,2309.737
2026-03-04,SALTCRK1,2409.6540000000005
2026-03-04,SAPHWF1,2078.824
2026-03-04,SEBSF1,2321.861
2026-03-04,SHGEN,3704.514
2026-03-04,SHPUMP,2309.585
2026-03-04,SITHE01,2763.4710000000005
2026-03-04,SMCSF1,2911.8039999999996
2026-03-04,SMTHBES1,4831.33
2026-03-04,SNAPPER1,3158.9880000000003
2026-03-04,SNB01,2081.4734999999996
2026-03-04,SNB02,2085.3599999999997
2026-03-04,SNOWNTH1,2122.3590000000004
2026-03-04,SNOWSTH1,2083.175
2026-03-04,SNOWTWN1,2360.1829999999995
2026-03-04,SNOWYP,-21.76400000000001
2026-03-04,SNUG1,4082.561
2026-03-04,SRSF1,2772.053
2026-03-04,STAN-1,2074.982
2026-03-04,STAN-2,2074.982
2026-03-04,STAN-3,2074.982
2026-03-04,STAN-4,2074.982
2026-03-04,STARHLWF,1952.9550000000004
2026-03-04,STOCKYD1,1882.5100000000002
2026-03-04,STUBSF1,2119.922
2026-03-04,STUBSF2,2119.922
2026-03-04,STWF1,2474.761
2026-03-04,SUNRSF1,2608.862
2026-03-04,SUNTPSF1,2444.107
2026-03-04,SWANBBF1,1749.2404999999999
2026-03-04,SWAN_E,3835.436
2026-03-04,TALWA1,5127.573999999999
2026-03-04,TALWB1,5208.279
2026-03-04,TARALGA1,2393.6310000000003
2026-03-04,TARBESS1,1996.6605000000004
2026-03-04,TARONG#1,1996.7909999999997
2026-03-04,TARONG#2,1996.7909999999997
2026-03-04,TARONG#3,1996.7909999999997
2026-03-04,TARONG#4,1996.7909999999997
2026-03-04,TARRALEA,1911.8780000000002
2026-03-04,TB2B1,1564.7465
2026-03-04,TB2SF1,2355.824
2026-03-04,TBSF1,1943.4
2026-03-04,TEMPB1,2328.281
2026-03-04,TIB1,3190.8985000000002
2026-03-04,TNPS1,1998.0240000000001
2026-03-04,TORRB1,4690.1669999999995
2026-03-04,TORRB2,4690.1669999999995
2026-03-04,TORRB3,4690.1669999999995
2026-03-04,TORRB4,4690.1669999999995
2026-03-04,TREVALLN,1999.7550000000003
2026-03-04,TRGBESS1,1927.5149999999999
2026-03-04,TRIBUTE,1880.4560000000001
2026-03-04,TUMUT3,1924.137
2026-03-04,TUNGATIN,1839.0870000000002
2026-03-04,TVCC201,2029.8880000000001
2026-03-04,TVPP104,2026.9870000000003
2026-03-04,ULPBESS1,2443.7389999999996
2026-03-04,UPPTUMUT,1979.685
2026-03-04,URANQ11,3090.8829999999994
2026-03-04,URANQ12,3090.8829999999994
2026-03-04,URANQ13,3090.8829999999994
2026-03-04,URANQ14,3090.8829999999994
2026-03-04,VBB1,2762.7475000000004
2026-03-04,VP5,3850.6399999999994
2026-03-04,VP6,3850.6399999999994
2026-03-04,VPGS1,2159.192
2026-03-04,VPGS2,2159.2039999999997
2026-03-04,VPGS3,2159.204
2026-03-04,VPGS4,2159.196
2026-03-04,VPGS5,2159.2
2026-03-04,VPGS6,2159.1940000000004
2026-03-04,W/HOE#1,3827.6649999999995
2026-03-04,W/HOE#2,3817.62
2026-03-04,WAGGNSF1,2293.82
2026-03-04,WALGRV1,4517.392000000001
2026-03-04,WAMBOWF1,2067.155
2026-03-04,WANDB1,3278.5285000000003
2026-03-04,WANDSF1,1921.506
2026-03-04,WARWSF1,2193.999
2026-03-04,WARWSF2,2191.7929999999997
2026-03-04,WATERLWF,2122.9550000000004
2026-03-04,WDBESS1,3221.2349999999997
2026-03-04,WDBESS2,2866.853
2026-03-04,WDGPH1,1840.462
2026-03-04,WELLSF1,2049.4289999999996
2026-03-04,WELNSF1,2230.531
2026-03-04,WEMENSF1,3495.5869999999995
2026-03-04,WGWF1,3448.571
2026-03-04,WHITSF1,3519.7399999999993
2026-03-04,WINTSF1,2338.514
2026-03-04,WKIEWA1,3444.4519999999998
2026-03-04,WKIEWA2,3444.4519999999998
2026-03-04,WLWLSF1,2007.893
2026-03-04,WLWLSF2,2007.893
2026-03-04,WOLARSF1,2486.313
2026-03-04,WOODLWN1,3498.0440000000003
2026-03-04,WOOLGSF1,2194.246
2026-03-04,WPWF,2669.2399999999993
2026-03-04,WRSF1,1600.508
2026-03-04,WRWF1,2027.9600000000003
2026-03-04,WSTWYSF1,1881.163
2026-03-04,WTAHB1,2573.4764999999998
2026-03-04,WUNUSF1,2075.3630000000003
2026-03-04,WYASF1,1916.5240000000001
2026-03-04,YABULU,2978.5130000000004
2026-03-04,YABULU2,3018.82
2026-03-04,YARANSF1,2619.5209999999997
2026-03-04,YARWUN_1,1087.949
2026-03-04,YATSF1,2210.324
2026-03-04,YENDWF1,2364.117
2026-03-04,YWPS1,3671.196
2026-03-04,YWPS2,3642.7349999999997
2026-03-04,YWPS3,3642.7349999999997
2026-03-04,YWPS4,3642.7349999999997
2026-03-05,ADPBA1,728.5
2026-03-05,ADPPV1,2272.065
2026-03-05,AGLHAL,5115.82
2026-03-05,AGLSOM,3382.0619999999994
2026-03-05,ALDGASF1,1755.5090000000005
2026-03-05,ANGAST1,3545.004000000001
2026-03-05,ARWF1,1941.3939999999996
2026-03-05,AVLSF1,1575.0649999999998
2026-03-05,BALB1,147.10150000000004
2026-03-05,BALDHWF1,1774.3310000000001
2026-03-05,BANGOWF1,2252.5899999999997
2026-03-05,BANGOWF2,2279.4359999999997
2026-03-05,BANN1,1539.3999999999996
2026-03-05,BARCALDN,3200.947
2026-03-05,BARKIPS1,4355.193
2026-03-05,BARRON-1,3109.13
2026-03-05,BARRON-2,3109.13
2026-03-05,BASTYAN,1895.675
2026-03-05,BBATTERY1,2575.3084999999996
2026-03-05,BBTHREE1,2027.0050000000003
2026-03-05,BBTHREE2,2027.0230000000004
2026-03-05,BBTHREE3,2027.041
2026-03-05,BDL01,4400.111
2026-03-05,BDL02,4400.112
2026-03-05,BERYLSF1,2366.576
2026-03-05,BHB1,3204.1240000000003
2026-03-05,BLOWERNG,-71.59899999999999
2026-03-05,BLUEGSF1,2678.4080000000004
2026-03-05,BLUFF1,2817.2470000000003
2026-03-05,BLYTHB1,3207.134
2026-03-05,BNGSF1,1923.1200000000001
2026-03-05,BNGSF2,1923.1200000000001
2026-03-05,BOCORWF1,2226.1709999999994
2026-03-05,BODWF1,3482.8
2026-03-05,BOLIVPS1,4843.553999999999
2026-03-05,BOMENSF1,2673.288
2026-03-05,BOWWBA1,728.5
2026-03-05,BOWWPV1,2179.978
2026-03-05,BRAEMAR1,2914.8769999999995
2026-03-05,BRAEMAR2,3080.3059999999996
2026-03-05,BRAEMAR3,3493.064
2026-03-05,BRAEMAR5,3801.5509999999995
2026-03-05,BRAEMAR6,3801.5509999999995
2026-03-05,BRAEMAR7,3801.5509999999995
2026-03-05,BRDDSF01,2210.674
2026-03-05,BRNDBES1,3212.2515
2026-03-05,BROKENH1,2341.982
2026-03-05,BRYB1WF1,1589.0629999999999
2026-03-05,BRYB2WF2,2390.8779999999997
2026-03-05,BULBES1,2665.6749999999993
2026-03-05,BULGANA1,1719.8049999999996
2026-03-05,BUNGAMB1,3462.2659999999996
2026-03-05,BUSF1,1748.605
2026-03-05,BW01,3924.9600000000005
2026-03-05,BW02,3924.9600000000005
2026-03-05,BW03,3923.923
2026-03-05,BW04,3923.923
2026-03-05,CALL_B_1,2806.395
2026-03-05,CALL_B_2,2806.395
2026-03-05,CAPBES1,3217.5855
2026-03-05,CATHROCK,1768.091
2026-03-05,CBWWBA1,728.5
2026-03-05,CETHANA,1922.7689999999998
2026-03-05,CG1,2164.3149999999996
2026-03-05,CG2,2164.3389999999995
2026-03-05,CG3,2164.323
2026-03-05,CG4,2164.331
2026-03-05,CGBESS01,3436.4674999999997
2026-03-05,CHBESS1,1895.6889999999999
2026-03-05,CHILDSF1,2775.1090000000004
2026-03-05,CHYTWF1,3200.745
2026-03-05,CLARESF1,2162.339
2026-03-05,CLEMGPWF,2438.708
2026-03-05,CLERMSF1,2249.2539999999995
2026-03-05,CLRKCWF1,1798.6559999999997
2026-03-05,CLRKCWF2,2297.714
2026-03-05,CNUNDAWF,1867.2659999999996
2026-03-05,COHUNSF1,1746.0429999999997
2026-03-05,COLEASF1,1734.3049999999998
2026-03-05,COLUMSF1,2380.639
2026-03-05,COLWF01,2645.704
2026-03-05,COOPGWF1,2780.82
2026-03-05,CPP_3,2764.579
2026-03-05,CPP_4,2764.579
2026-03-05,CPSA,3358.072
2026-03-05,CROOKWF2,2020.539
2026-03-05,CROOKWF3,1696.0369999999998
2026-03-05,CROWLWF1,2238.111
2026-03-05,CRURWF1,2291.156
2026-03-05,CRWARP1,1959.4210000000003
2026-03-05,CRWASF1,2312.718
2026-03-05,CSPVPS1,1675.6289999999997
2026-03-05,CTHLWF1,2772.2709999999997
2026-03-05,CUSF1,1849.895
2026-03-05,DALNTH1,3737.0019999999995
2026-03-05,DARLSF1,2301.019
2026-03-05,DARTM1,4092.7399999999993
2026-03-05,DAYDSF1,3692.631
2026-03-05,DDPS1,3532.157
2026-03-05,DDSF1,2984.2470000000003
2026-03-05,DEVILS_G,1951.7130000000002
2026-03-05,DG_NSW1,1412.7
2026-03-05,DG_QLD1,1412.7
2026-03-05,DG_SA1,1412.7
2026-03-05,DG_TAS1,1412.7
2026-03-05,DG_VIC1,1412.7
2026-03-05,DPNTB1,1842.1559999999997
2026-03-05,DRVIOT06,51.1
2026-03-05,DRXNAD01,2075.0
2026-03-05,DRXNAE01,2075.0
2026-03-05,DRXNDA01,2077.83
2026-03-05,DRXNDA02,2077.63
2026-03-05,DRXNDA03,2077.63
2026-03-05,DRXNDA04,2077.63
2026-03-05,DRXNDB04,2075.0
2026-03-05,DRXNDE01,2777.83
2026-03-05,DRXNDJ01,2095.0299999999997
2026-03-05,DRXNDW01,2075.0
2026-03-05,DRXNFF01,2075.0
2026-03-05,DRXNFS01,2077.6
2026-03-05,DRXNQX01,2075.0
2026-03-05,DRXNSS01,2075.0
2026-03-05,DRXNTM02,4992.6
2026-03-05,DRXNVS01,2075.0
2026-03-05,DRXQDA01,2078.5
2026-03-05,DRXQQE01,2075.0
2026-03-05,DRXSQS01,2078.6
2026-03-05,DRXVAE01,51.1
2026-03-05,DRXVDJ01,2075.23
2026-03-05,DRXVDP01,2165.0
2026-03-05,DRXVDX01,2775.0299999999997
2026-03-05,DRXVQP01,2775.23
2026-03-05,DRXVQX01,2775.0299999999997
2026-03-05,DRXVQX02,2075.0
2026-03-05,DRYCGT1,5114.236
2026-03-05,DRYCGT2,4461.176
2026-03-05,DRYCGT3,5088.072
2026-03-05,DULAWF1,2722.7310000000007
2026-03-05,DUNDWF1,2462.25
2026-03-05,DUNDWF2,2514.356
2026-03-05,DUNDWF3,2442.1690000000003
2026-03-05,EDENVSF1,2761.857
2026-03-05,EILDON1,3512.3959999999997
2026-03-05,EILDON2,3512.3959999999997
2026-03-05,ELAINWF1,2406.782
2026-03-05,EMERASF1,1765.227
2026-03-05,ER01,3649.422
2026-03-05,ER02,3649.422
2026-03-05,ER03,3652.387
2026-03-05,ER04,3652.387
2026-03-05,ERB01,1524.9080000000006
2026-03-05,FINLYSF1,1951.4029999999998
2026-03-05,FISHER,1934.9010000000003
2026-03-05,FLYCRKWF,2241.173
2026-03-05,GANGARR1,1896.5030000000002
2026-03-05,GANNB1,1826.3980000000004
2026-03-05,GANNSF1,2173.898
2026-03-05,GESF1,1703.6899999999998
2026-03-05,GIRGSF,1734.1329999999998
2026-03-05,GLENSF1,2094.442
2026-03-05,GLRWNSF1,2363.254
2026-03-05,GNNDHSF1,2200.578
2026-03-05,GOESF1,1967.113
2026-03-05,GOONSF1,2666.278
2026-03-05,GORDON,1947.2300000000002
2026-03-05,GPWFEST1,2157.57
2026-03-05,GPWFEST2,2157.57
2026-03-05,GPWFEST3,2152.6040000000003
2026-03-05,GPWFWST1,2158.233
2026-03-05,GPWFWST2,2158.233
2026-03-05,GRANWF1,2097.9109999999996
2026-03-05,GREENB1,1956.718
2026-03-05,GSTONE1,2073.344
2026-03-05,GSTONE2,2073.344
2026-03-05,GSTONE3,2068.085
2026-03-05,GSTONE4,2068.085
2026-03-05,GSTONE5,2073.344
2026-03-05,GSTONE6,2073.344
2026-03-05,GSWF1A,1839.5220000000002
2026-03-05,GSWF1B1,1839.5489999999998
2026-03-05,GULLRSF1,2380.396
2026-03-05,GULLRWF1,2403.4440000000004
2026-03-05,GULLRWF2,2403.4440000000004
2026-03-05,GUNNING1,1753.3830000000003
2026-03-05,GUSF1,2206.377
2026-03-05,GUTHEGA,1907.9899999999998
2026-03-05,HALLWF1,2931.808
2026-03-05,HALLWF2,2914.5170000000003
2026-03-05,HAMISF1,2586.084
2026-03-05,HAUGHT11,2536.239
2026-03-05,HAYMSF1,2660.279
2026-03-05,HBESS1,1724.8845000000001
2026-03-05,HD1WF1,1677.702
2026-03-05,HDWF1,3455.843
2026-03-05,HDWF2,3454.4089999999997
2026-03-05,HDWF3,3454.505
2026-03-05,HEZ1,2338.542
2026-03-05,HILLSTN1,1780.8580000000002
2026-03-05,HPR1,2849.6730000000002
2026-03-05,HUMENSW,2063.448
2026-03-05,HUMEV,2132.2390000000005
2026-03-05,HUNTER1,2144.329
2026-03-05,HUNTER2,2144.3360000000002
2026-03-05,HVWWBA1,728.908
2026-03-05,HVWWPV1,2341.982
2026-03-05,JBUTTERS,1904.9390000000003
2026-03-05,JEMALNG1,1716.9059999999995
2026-03-05,JLA01,5271.556000000001
2026-03-05,JLA02,5271.556000000001
2026-03-05,JLA03,5271.556000000001
2026-03-05,JLA04,5271.556000000001
2026-03-05,JLB01,5271.55
2026-03-05,JLB02,5271.55
2026-03-05,JLB03,5271.55
2026-03-05,JUNEESF1,2252.629
2026-03-05,KABANWF1,1777.8780000000002
2026-03-05,KAREEYA1,1944.609
2026-03-05,KAREEYA2,1944.6290000000001
2026-03-05,KAREEYA3,1944.5990000000002
2026-03-05,KAREEYA4,1944.619
2026-03-05,KARSF1,2156.2249999999995
2026-03-05,KEPSF1,1655.9029999999998
2026-03-05,KEPWF1,1655.9029999999998
2026-03-05,KERNGSP1,2338.578
2026-03-05,KESSB1,3135.155
2026-03-05,KIAMSF1,1442.8319999999999
2026-03-05,KIATAWF1,1998.4649999999997
2026-03-05,KIDSPHG1,51.1
2026-03-05,KIDSPHG2,51.1
2026-03-05,KIDSPHL1,51.1
2026-03-05,KIDSPHL2,51.1
2026-03-05,KINGASF1,1875.0030000000006
2026-03-05,KPP_1,2788.777
2026-03-05,KSP1,1786.503
2026-03-05,LADBROK1,6291.861999999999
2026-03-05,LADBROK2,6291.861999999999
2026-03-05,LANCSF1,1806.462
2026-03-05,LBB1,3582.4679999999994
2026-03-05,LDBESS1,3388.2125
2026-03-05,LEM_WIL,1963.986
2026-03-05,LGAPBS1,3400.840999999999
2026-03-05,LGAPWF1,2364.019
2026-03-05,LGAPWF2,2364.019
2026-03-05,LILYSF1,3682.0600000000004
2026-03-05,LIMBESS1,1430.7455
2026-03-05,LIMOSF11,1772.5919999999999
2026-03-05,LIMOSF21,1799.6029999999998
2026-03-05,LI_WY_CA,2000.378
2026-03-05,LKBONNY1,1678.527
2026-03-05,LKBONNY2,1673.809
2026-03-05,LKBONNY3,1678.423
2026-03-05,LK_ECHO,1890.524
2026-03-05,LNGS1,2195.85
2026-03-05,LNGS2,2195.835
2026-03-05,LONSDALE,3551.8089999999997
2026-03-05,LOYYB1,1930.532
2026-03-05,LOYYB2,1930.532
2026-03-05,LVES1,1668.315
2026-03-05,LYA1,1979.038
2026-03-05,LYA2,1979.038
2026-03-05,LYA3,1979.038
2026-03-05,LYA4,1979.038
2026-03-05,MACARTH1,3180.862
2026-03-05,MACKNTSH,1867.248
2026-03-05,MANNSF2,2408.961
2026-03-05,MANNUMB1,1117.0490000000002
2026-03-05,MANSLR1,3680.165
2026-03-05,MAPS2PV1,2256.3349999999996
2026-03-05,MAPS3PV1,2252.98
2026-03-05,MARYRSF1,1843.187
2026-03-05,MBPS2PV1,2226.32
2026-03-05,MCINTYR1,1867.461
2026-03-05,MCKAY1,3499.4309999999996
2026-03-05,MEADOWBK,1991.4190000000003
2026-03-05,MERCER01,2461.4820000000004
2026-03-05,METZSF1,2263.9259999999995
2026-03-05,MEWF1,1844.107
2026-03-05,MIDDLSF1,1737.3970000000002
2026-03-05,MINTARO,4632.816
2026-03-05,MLB01,51.1
2026-03-05,MOKOSF1,2281.011
2026-03-05,MOLNGSF1,2105.773
2026-03-05,MOORAWF1,2076.0060000000003
2026-03-05,MOREESF1,1696.839
2026-03-05,MORTLK11,3832.286
2026-03-05,MORTLK12,3832.1160000000004
2026-03-05,MOUSF1,2073.492
2026-03-05,MP1,5005.532
2026-03-05,MP2,5005.532
2026-03-05,MPP_1,3320.2419999999997
2026-03-05,MPP_2,3320.2419999999997
2026-03-05,MREHA1,1049.9585000000002
2026-03-05,MREHA2,1076.8375
2026-03-05,MREHA3,1025.8525000000002
2026-03-05,MRTLSWF1,1835.6510000000003
2026-03-05,MSTUART1,6193.464
2026-03-05,MSTUART2,6193.464
2026-03-05,MSTUART3,6193.464
2026-03-05,MTGELWF1,1858.1560000000002
2026-03-05,MTMILLAR,2418.7799999999997
2026-03-05,MUCRKSF1,1849.3190000000006
2026-03-05,MURRAY,2065.942
2026-03-05,MUSSELR1,1755.4809999999998
2026-03-05,MUWAWF1,1804.241
2026-03-05,MUWAWF2,2757.4729999999995
2026-03-05,MWPS1PV1,2233.946
2026-03-05,MWPS2PV1,2208.4039999999995
2026-03-05,MWPS3PV1,2179.121
2026-03-05,MWPS4PV1,2165.911
2026-03-05,NBHWF1,3126.6549999999997
2026-03-05,NESBESS1,51.1
2026-03-05,NESBESS2,51.1
2026-03-05,NEVERSF1,1795.9589999999996
2026-03-05,NEWENSF1,1902.1950000000002
2026-03-05,NEWENSF2,1902.1950000000002
2026-03-05,NPS,3710.296
2026-03-05,NUMURSF1,1781.4270000000001
2026-03-05,NYNGAN1,2422.75
2026-03-05,OAKEY1,4399.544
2026-03-05,OAKEY1SF,1995.2100000000003
2026-03-05,OAKEY2,4399.544
2026-03-05,OAKEY2SF,1989.4740000000002
2026-03-05,OAKLAND1,3009.657
2026-03-05,ORABESS1,1890.8449999999998
2026-03-05,OSB-AG,6158.726000000001
2026-03-05,PAREPS1,1757.378
2026-03-05,PAREPW1,1757.378
2026-03-05,PARSF1,1792.711
2026-03-05,PIBESS1,2313.2245000000003
2026-03-05,POAT110,1981.461
2026-03-05,POAT220,1998.0910000000003
2026-03-05,POR01,4276.9710000000005
2026-03-05,POR03,4284.06
2026-03-05,PPCCGT,3919.577
2026-03-05,PTSTAN1,3547.1639999999998
2026-03-05,PUMP1,2076.0600000000004
2026-03-05,PUMP2,2075.61
2026-03-05,QBYNB1,2430.3145
2026-03-05,QPS1,6459.387
2026-03-05,QPS2,6459.387
2026-03-05,QPS3,6459.387
2026-03-05,QPS4,6459.387
2026-03-05,QPS5,6412.785999999998
2026-03-05,QPSFB1,1778.0280000000002
2026-03-05,QPSFB2,1627.6
2026-03-05,RANGEB1,3130.6175000000003
2026-03-05,REECE1,1867.9560000000001
2026-03-05,REECE2,1864.7490000000003
2026-03-05,RESS1,2788.508
2026-03-05,RIVNB2,1839.7605000000003
2026-03-05,ROMA_7,5795.445
2026-03-05,ROMA_8,5795.445
2026-03-05,RRSF1,2065.437
2026-03-05,RT_NSW1,1412.7
2026-03-05,RT_NSW2,1412.7
2026-03-05,RT_NSW3,1412.7
2026-03-05,RT_NSW4,1412.7
2026-03-05,RT_NSW5,1412.7
2026-03-05,RT_NSW6,1412.7
2026-03-05,RT_QLD1,1412.7
2026-03-05,RT_SA1,1412.7
2026-03-05,RT_SA2,1412.7
2026-03-05,RT_SA3,1412.7
2026-03-05,RT_SA4,1412.7
2026-03-05,RT_SA5,1412.7
2026-03-05,RT_SA6,1412.7
2026-03-05,RT_TAS1,1412.7
2026-03-05,RT_VIC1,1412.7
2026-03-05,RT_VIC10,1412.7
2026-03-05,RT_VIC11,1412.7
2026-03-05,RT_VIC12,1412.7
2026-03-05,RT_VIC2,1412.7
2026-03-05,RT_VIC3,1412.7
2026-03-05,RT_VIC4,1412.7
2026-03-05,RT_VIC5,1412.7
2026-03-05,RT_VIC6,1412.7
2026-03-05,RT_VIC7,1412.7
2026-03-05,RT_VIC8,1412.7
2026-03-05,RT_VIC9,1412.7
2026-03-05,RUGBYR1,1795.357
2026-03-05,RYANCWF1,1729.459
2026-03-05,RYEPARK1,2309.737
2026-03-05,SALTCRK1,2409.6540000000005
2026-03-05,SAPHWF1,2078.824
2026-03-05,SEBSF1,2321.861
2026-03-05,SHGEN,3704.514
2026-03-05,SHPUMP,2309.585
2026-03-05,SITHE01,2763.4710000000005
2026-03-05,SMCSF1,2911.8039999999996
2026-03-05,SMTHBES1,4831.33
2026-03-05,SNAPPER1,3158.9880000000003
2026-03-05,SNB01,1549.3325
2026-03-05,SNB02,2085.3599999999997
2026-03-05,SNOWNTH1,2122.3590000000004
2026-03-05,SNOWSTH1,2083.175
2026-03-05,SNOWTWN1,2360.1829999999995
2026-03-05,SNOWYP,-21.76400000000001
2026-03-05,SNUG1,4082.561
2026-03-05,SRSF1,2772.053
2026-03-05,STAN-1,2074.982
2026-03-05,STAN-2,2074.982
2026-03-05,STAN-3,2074.982
2026-03-05,STAN-4,2074.982
2026-03-05,STARHLWF,1952.9550000000004
2026-03-05,STOCKYD1,1882.5100000000002
2026-03-05,STUBSF1,2119.922
2026-03-05,STUBSF2,2119.922
2026-03-05,STWF1,2474.761
2026-03-05,SUNRSF1,2608.862
2026-03-05,SUNTPSF1,2444.107
2026-03-05,SWANBBF1,1749.2404999999999
2026-03-05,SWAN_E,3835.436
2026-03-05,TALWA1,5127.573999999999
2026-03-05,TALWB1,5208.279
2026-03-05,TARALGA1,2393.6310000000003
2026-03-05,TARBESS1,1996.6605000000006
2026-03-05,TARONG#1,1996.7909999999997
2026-03-05,TARONG#2,1996.7909999999997
2026-03-05,TARONG#3,1996.7909999999997
2026-03-05,TARONG#4,1996.7909999999997
2026-03-05,TARRALEA,1911.8780000000002
2026-03-05,TB2B1,1567.6805
2026-03-05,TB2SF1,2355.824
2026-03-05,TBSF1,1943.4
2026-03-05,TEMPB1,2328.281
2026-03-05,TIB1,3190.8985000000002
2026-03-05,TNPS1,1998.0240000000001
2026-03-05,TORRB1,4690.1669999999995
2026-03-05,TORRB2,4690.1669999999995
2026-03-05,TORRB3,4690.1669999999995
2026-03-05,TORRB4,4690.1669999999995
2026-03-05,TREVALLN,1999.7550000000003
2026-03-05,TRGBESS1,1927.515
2026-03-05,TRIBUTE,1880.458
2026-03-05,TUMUT3,1924.137
2026-03-05,TUNGATIN,1839.0800000000004
2026-03-05,TVCC201,2029.8880000000001
2026-03-05,TVPP104,2026.9870000000003
2026-03-05,ULPBESS1,2443.741
2026-03-05,UPPTUMUT,1979.685
2026-03-05,URANQ11,3090.8829999999994
2026-03-05,URANQ12,3090.8829999999994
2026-03-05,URANQ13,3090.8829999999994
2026-03-05,URANQ14,3090.8829999999994
2026-03-05,VBB1,2762.7475
2026-03-05,VP5,3850.6399999999994
2026-03-05,VP6,3850.6399999999994
2026-03-05,VPGS1,2159.192
2026-03-05,VPGS2,2159.2039999999997
2026-03-05,VPGS3,2159.204
2026-03-05,VPGS4,2159.196
2026-03-05,VPGS5,2159.2
2026-03-05,VPGS6,2159.1940000000004
2026-03-05,W/HOE#1,3827.6649999999995
2026-03-05,W/HOE#2,3817.62
2026-03-05,WAGGNSF1,2293.82
2026-03-05,WALGRV1,4517.392000000002
2026-03-05,WAMBOWF1,2067.155
2026-03-05,WANDB1,3278.5285000000003
2026-03-05,WANDSF1,1921.506
2026-03-05,WARWSF1,2193.999
2026-03-05,WARWSF2,2191.7929999999997
2026-03-05,WATERLWF,2122.9550000000004
2026-03-05,WDBESS1,3221.2349999999997
2026-03-05,WDBESS2,2866.853
2026-03-05,WDGPH1,1840.462
2026-03-05,WELLSF1,2049.4289999999996
2026-03-05,WELNSF1,2230.531
2026-03-05,WEMENSF1,3495.5869999999995
2026-03-05,WGWF1,3448.571
2026-03-05,WHITSF1,3519.7399999999993
2026-03-05,WINTSF1,2338.514
2026-03-05,WKIEWA1,3444.4519999999998
2026-03-05,WKIEWA2,3444.4519999999998
2026-03-05,WLWLSF1,2007.893
2026-03-05,WLWLSF2,2007.893
2026-03-05,WOLARSF1,2486.313
2026-03-05,WOODLWN1,3498.0440000000003
2026-03-05,WOOLGSF1,2194.246
2026-03-05,WPWF,2669.2399999999993
2026-03-05,WRSF1,1600.508
2026-03-05,WRWF1,2027.9600000000003
2026-03-05,WSTWYSF1,1881.163
2026-03-05,WTAHB1,2573.4764999999998
2026-03-05,WUNUSF1,2075.3630000000003
2026-03-05,WYASF1,1916.5240000000001
2026-03-05,YABULU,2978.5130000000004
2026-03-05,YABULU2,3018.82
2026-03-05,YARANSF1,2619.5209999999997
2026-03-05,YARWUN_1,1087.949
2026-03-05,YATSF1,2210.324
2026-03-05,YENDWF1,2364.117
2026-03-05,YWPS1,3671.196
2026-03-05,YWPS2,3642.7349999999997
2026-03-05,YWPS3,3642.7349999999997
2026-03-05,YWPS4,3642.7349999999997
2026-03-06,ADPBA1,728.5
2026-03-06,ADPPV1,2272.065
2026-03-06,AGLHAL,5115.82
2026-03-06,AGLSOM,3382.0619999999994
2026-03-06,ALDGASF1,1755.5090000000005
2026-03-06,ANGAST1,3545.004000000001
2026-03-06,ARWF1,1941.3939999999996
2026-03-06,AVLSF1,1575.0649999999998
2026-03-06,BALB1,147.1015
2026-03-06,BALDHWF1,1774.3310000000001
2026-03-06,BANGOWF1,2252.5899999999997
2026-03-06,BANGOWF2,2279.4359999999997
2026-03-06,BANN1,1539.3999999999996
2026-03-06,BARCALDN,3200.947
2026-03-06,BARKIPS1,4355.193
2026-03-06,BARRON-1,3109.13
2026-03-06,BARRON-2,3109.13
2026-03-06,BASTYAN,1895.64
2026-03-06,BBATTERY1,2575.3084999999996
2026-03-06,BBTHREE1,2027.0050000000003
2026-03-06,BBTHREE2,2027.0230000000004
2026-03-06,BBTHREE3,2027.041
2026-03-06,BDL01,4400.111
2026-03-06,BDL02,4400.112
2026-03-06,BERYLSF1,2366.576
2026-03-06,BHB1,3204.1240000000003
2026-03-06,BLOWERNG,-71.59899999999999
2026-03-06,BLUEGSF1,2678.4080000000004
2026-03-06,BLUFF1,2817.2470000000003
2026-03-06,BLYTHB1,3207.134
2026-03-06,BNGSF1,1923.1200000000001
2026-03-06,BNGSF2,1923.1200000000001
2026-03-06,BOCORWF1,2226.1709999999994
2026-03-06,BODWF1,3482.8
